match,Name,overs,runs,wickets,Econ,zero,four,six,wide,noball
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,1,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,0,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,2,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,3,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,2,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,0,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,0,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,1,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,2,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,0,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,0,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,2,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,0,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,0,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,2,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,0,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,5,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,0,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,1,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,,0
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,,0
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,,0
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,,0
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,,0
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,,0
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,,0
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,,0
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,,1
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,,1
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,,0
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,,,0
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",Bhuvneshwar Kumar,,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",Marco Jansen,,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",Fazalhaq Farooqi,,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",T Natarajan,,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",Aiden Markram,,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",Mayank Markande,,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",Abhishek Sharma,,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",Mohammed Shami,,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",Yash Dayal,,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",Rashid Khan,,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",Mohit Sharma,,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",Noor Ahmad,,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",Rahul Tewatia,,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,4,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,4,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,3,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,4,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,1,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,3,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,1,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,4,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,4,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,4,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,4,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,2.5,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,1.1,,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,30,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,39,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,31,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,34,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,13,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,27,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,13,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,21,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,31,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,28,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,28,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,35,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,7,,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,5,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,1,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,1,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,1,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,0,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,0,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,0,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,4,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,1,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,0,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,4,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,0,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,0,,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,7.5,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,9.75,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,10.33,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,8.5,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,13,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,9,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,13,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,5.25,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,7.75,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,7,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,7,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,12.35,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,6,,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,11,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,11,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,3,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,4,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,0,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,3,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,2,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,13,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,11,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,6,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,12,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,3,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,3,,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,4,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,3,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,4,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,4,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,2,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,4,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,1,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,1,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,4,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,1,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,3,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,3,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,1,,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,0,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,1,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,0,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,0,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,0,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,0,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,1,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,1,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,0,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,1,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,1,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,2,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,0,,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,0,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,4,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,1,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,0,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,0,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,0,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,1,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,0,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,4,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,0,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,0,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,1,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,0,
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,,0
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,,2
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,,0
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,,0
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,,0
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,,0
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,,0
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,,0
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,,0
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,,0
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,,0
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,,0
"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",,,,,,,,,,0
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",Vaibhav Arora,,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",Harshit Rana,,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",Varun Chakravarthy,,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",Sunil Narine,,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",Shardul Thakur,,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",Suyash Sharma,,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",Deepak Chahar,,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",Tushar Deshpande,,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",Moeen Ali,,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",Maheesh Theekshana,,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",Matheesha Pathirana,,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",Ravindra Jadeja,,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,4,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,2,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,4,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,4,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,3,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,3,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,3,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,3.3,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,4,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,3,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,3,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,2,,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,30,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,19,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,36,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,15,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,15,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,29,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,27,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,25,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,31,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,22,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,23,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,18,,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,1,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,0,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,2,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,2,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,1,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,0,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,3,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,0,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,0,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,0,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,0,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,0,,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,7.5,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,9.5,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,9,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,3.75,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,5,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,9.66,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,9,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,7.14,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,7.75,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,7.33,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,7.66,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,9,,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,7,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,5,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,5,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,10,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,7,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,6,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,7,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,11,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,8,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,3,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,8,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,4,,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,,2,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,,2,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,,2,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,,0,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,,1,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,,0,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,,3,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,,2,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,,5,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,,2,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,,1,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,,0,,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,,,0,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,,,1,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,,,1,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,,,0,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,,,0,,
"61st Match (N), Chennai, May 14, 2023, Indian Premier League",,,,,,,,3,,
